suburb,rooms,type,price,method,maintenance_score,seller_g,bedroom2,bathroom,car,building_area,council_area,region_name,size_class
Bentleigh,4,h,1450000.0,PI,8,Buxton,4.0,2.0,2.0,91.0,Glen Eira City Council,Southern Metropolitan,tiny
Bentleigh,4,t,1350000.0,S,9,Buxton,1.0,1.0,1.0,22.0,Glen Eira City Council,Southern Metropolitan,tiny
Bentleigh,4,t,1665000.0,S,6,Buxton,2.0,2.0,0.0,291.0,Glen Eira City Council,Southern Metropolitan,large
Bentleigh,2,u,462250.0,SP,9,Buxton,2.0,1.0,1.0,444.0,Glen Eira City Council,Southern Metropolitan,extra-large
Bentleigh East,3,h,1150000.0,VB,0,Buxton,3.0,1.0,1.0,233.0,Glen Eira City Council,Southern Metropolitan,medium
Bentleigh East,4,h,1505000.0,S,5,Woodards,4.0,2.0,4.0,312.0,Glen Eira City Council,Southern Metropolitan,large
Bentleigh East,3,t,1220000.0,S,3,Jellis,1.0,1.0,0.0,307.0,Glen Eira City Council,Southern Metropolitan,large
Bentleigh East,2,h,876000.0,S,9,buyMyplace,2.0,1.0,1.0,477.0,Glen Eira City Council,Southern Metropolitan,extra-large
Bentleigh East,3,h,1035418.0,SP,9,Buxton,3.0,2.0,2.0,144.0,Glen Eira City Council,Southern Metropolitan,small
Bentleigh East,4,h,1250000.0,VB,0,Buxton,4.0,2.0,2.0,95.0,Glen Eira City Council,Southern Metropolitan,tiny
Bentleigh East,4,h,1520000.0,S,10,Buxton,4.0,2.0,2.0,127.0,Glen Eira City Council,Southern Metropolitan,small
Bentleigh East,4,t,737624.0,S,10,Buxton,2.0,1.0,0.0,417.0,Glen Eira City Council,Southern Metropolitan,extra-large
Bentleigh East,4,t,1250000.0,VB,7,Buxton,2.0,2.0,1.0,422.0,Glen Eira City Council,Southern Metropolitan,extra-large
Bentleigh East,3,h,1070000.0,VB,9,Jellis,3.0,1.0,3.0,105.0,Glen Eira City Council,Southern Metropolitan,tiny
Berwick,4,h,271921.0,S,4,hockingstuart,4.0,2.0,2.0,375.0,Casey City Council,Eastern Victoria,large
Black Rock,2,u,822000.0,S,10,Ray,2.0,1.0,2.0,183.0,Bayside City Council,Southern Metropolitan,medium
Blackburn,3,h,1225000.0,S,0,Noel,3.0,2.0,2.0,188.0,Whitehorse City Council,Eastern Metropolitan,medium
Blackburn,4,h,1760000.0,S,5,Fletchers,4.0,2.0,2.0,224.0,Whitehorse City Council,Eastern Metropolitan,medium
Blackburn,5,h,1900000.0,VB,5,Jellis,5.0,3.0,2.0,270.0,Whitehorse City Council,Eastern Metropolitan,large
Blackburn,4,h,1850000.0,VB,9,Noel,4.0,2.0,2.0,287.0,Whitehorse City Council,Eastern Metropolitan,large
Blackburn,4,h,2380000.0,SP,6,Ray,4.0,2.0,2.0,262.0,Whitehorse City Council,Eastern Metropolitan,large
Blackburn,3,h,1040000.0,VB,9,Noel,3.0,1.0,2.0,267.0,Whitehorse City Council,Eastern Metropolitan,large
Blackburn North,3,h,1080152.0,SN,3,Noel,3.0,2.0,2.0,135.0,Whitehorse City Council,Eastern Metropolitan,small
Blackburn South,3,t,862500.0,S,3,Jellis,3.0,2.0,2.0,16.0,Whitehorse City Council,Eastern Metropolitan,tiny
Blackburn South,4,h,651778.0,PI,4,Purplebricks,4.0,2.0,2.0,102.0,Whitehorse City Council,Eastern Metropolitan,tiny
Blackburn South,4,h,1100000.0,S,4,Ray,4.0,3.0,2.0,168.0,Whitehorse City Council,Eastern Metropolitan,medium
Bonbeach,4,t,1830000.0,S,1,hockingstuart,4.0,3.0,2.0,222.0,Kingston City Council,South-Eastern Metropolitan,medium
Boronia,3,h,700000.0,S,6,Fletchers,3.0,1.0,1.0,112.0,Knox City Council,Eastern Metropolitan,small
Boronia,3,h,800000.0,S,9,iTRAK,3.0,2.0,2.0,162.0,Knox City Council,Eastern Metropolitan,medium
Boronia,3,h,371004.0,SN,8,Barry,3.0,1.0,1.0,353.0,Knox City Council,Eastern Metropolitan,large
Box Hill,3,h,1725000.0,PI,6,Lindellas,3.0,1.0,2.0,84.0,Whitehorse City Council,Eastern Metropolitan,tiny
Braybrook,3,h,865000.0,S,7,Douglas,2.0,1.0,1.0,85.0,Maribyrnong City Council,Western Metropolitan,tiny
Braybrook,2,h,810805.0,SN,6,Barry,2.0,1.0,2.0,591.0,Maribyrnong City Council,Western Metropolitan,extra-large
Braybrook,3,h,840000.0,S,10,Douglas,3.0,1.0,2.0,93.0,Maribyrnong City Council,Western Metropolitan,tiny
Brighton,3,h,1342000.0,S,6,Marshall,3.0,1.0,3.0,110.0,Bayside City Council,Southern Metropolitan,small
Brighton,4,h,805044.0,S,4,Hodges,4.0,3.0,2.0,327.0,Bayside City Council,Southern Metropolitan,large
Brighton,2,u,1105000.0,S,10,Buxton,2.0,1.0,1.0,81.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,4,h,703111.0,SP,4,Marshall,4.0,4.0,2.0,41.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,t,1475000.0,S,3,Hodges,2.0,2.0,0.0,467.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,t,1250000.0,VB,2,Jellis,3.0,2.0,2.0,122.0,Bayside City Council,Southern Metropolitan,small
Brighton,3,t,1815000.0,S,0,Nick,1.0,2.0,0.0,336.0,Bayside City Council,Southern Metropolitan,large
Brighton,3,t,1960000.0,PI,5,Buxton,3.0,2.0,2.0,36.0,Bayside City Council,Southern Metropolitan,tiny
Brighton,3,h,788407.0,SN,2,Gary,3.0,1.0,1.0,287.0,Bayside City Council,Southern Metropolitan,large
Brighton,4,h,2410000.0,S,7,Jellis,4.0,3.0,4.0,220.0,Bayside City Council,Southern Metropolitan,medium
Brighton,5,h,294837.0,S,7,Marshall,5.0,2.0,2.0,175.0,Bayside City Council,Southern Metropolitan,medium
Brighton,3,u,982500.0,SP,1,Buxton,2.0,1.0,0.0,594.0,Bayside City Council,Southern Metropolitan,extra-large
Brighton,3,u,1800000.0,S,1,Buxton,3.0,2.0,1.0,529.0,Bayside City Council,Southern Metropolitan,extra-large
Brunswick,2,h,911000.0,SP,0,Nelson,2.0,1.0,1.0,77.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick,1,u,435000.0,SP,7,Nelson,1.0,1.0,1.0,432.0,Moreland City Council,Northern Metropolitan,extra-large
Brunswick,2,t,640000.0,S,4,Stockdale,2.0,1.0,1.0,2.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick,3,t,1030000.0,SP,9,Woodards,3.0,1.0,1.0,133.0,Moreland City Council,Northern Metropolitan,small
Brunswick,1,u,377000.0,S,4,Nelson,1.0,1.0,1.0,42.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick,2,u,495000.0,SP,4,Nelson,2.0,1.0,1.0,61.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick,4,h,1820000.0,PI,10,Jellis,4.0,2.0,2.0,288.0,Moreland City Council,Northern Metropolitan,large
Brunswick,2,u,697000.0,SP,8,Woodards,2.0,1.0,1.0,567.0,Moreland City Council,Northern Metropolitan,extra-large
Brunswick,1,u,170000.0,VB,4,Nelson,1.0,1.0,0.0,427.0,Moreland City Council,Northern Metropolitan,extra-large
Brunswick,3,h,1320000.0,S,4,Jellis,3.0,1.0,2.0,310.0,Moreland City Council,Northern Metropolitan,large
Brunswick,2,u,569000.0,S,0,Nelson,1.0,2.0,0.0,135.0,Moreland City Council,Northern Metropolitan,small
Brunswick,2,u,513000.0,S,10,Nelson,2.0,1.0,1.0,474.0,Moreland City Council,Northern Metropolitan,extra-large
Brunswick,3,t,864077.0,SP,6,Jellis,2.0,1.0,0.0,169.0,Moreland City Council,Northern Metropolitan,medium
Brunswick East,2,t,687500.0,S,3,Jellis,1.0,1.0,0.0,358.0,Moreland City Council,Northern Metropolitan,large
Brunswick East,3,t,859367.0,SN,0,Barry,2.0,1.0,1.0,317.0,Moreland City Council,Northern Metropolitan,large
Brunswick East,2,h,1265000.0,S,4,Nelson,2.0,1.0,3.0,572.0,Moreland City Council,Northern Metropolitan,extra-large
Brunswick East,2,h,950000.0,S,4,Nelson,2.0,2.0,1.0,89.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick East,2,u,351248.0,SP,4,Jellis,2.0,1.0,1.0,55.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick East,5,h,663763.0,S,6,Nelson,5.0,2.0,2.0,76.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick West,2,u,395000.0,PI,1,Ray,2.0,1.0,1.0,65.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick West,3,h,334758.0,SP,6,Jellis,3.0,1.0,0.0,120.0,Moreland City Council,Northern Metropolitan,small
Brunswick West,2,h,465000.0,VB,1,Jellis,2.0,1.0,1.0,58.0,Moreland City Council,Northern Metropolitan,tiny
Brunswick West,2,u,560367.0,SP,4,Pagan,2.0,1.0,1.0,54.0,Moreland City Council,Northern Metropolitan,tiny
Bulleen,4,h,1330000.0,S,8,Jellis,4.0,2.0,1.0,180.0,Manningham City Council,Eastern Metropolitan,medium
Bulleen,4,h,1225000.0,VB,0,Jellis,4.0,1.0,2.0,130.0,Manningham City Council,Eastern Metropolitan,small
Bundoora,5,h,657189.0,SP,1,Prof.,5.0,2.0,2.0,510.0,Banyule City Council,Northern Metropolitan,extra-large
Bundoora,3,h,931372.0,PI,9,Barry,3.0,2.0,2.0,37.0,Banyule City Council,Northern Metropolitan,tiny
Bundoora,5,h,1505000.0,S,3,Barry,5.0,3.0,2.0,179.0,Banyule City Council,Northern Metropolitan,medium
Bundoora,4,h,730000.0,S,4,Ray,4.0,2.0,2.0,144.0,Banyule City Council,Northern Metropolitan,small
Burwood,4,h,432859.0,SN,8,Barry,4.0,2.0,4.0,188.0,Monash City Council,Southern Metropolitan,medium
Burwood,5,h,1775000.0,S,8,Lindellas,5.0,2.0,3.0,310.0,Monash City Council,Southern Metropolitan,large
Burwood,4,h,1702000.0,S,10,Buxton,4.0,1.0,1.0,288.0,Monash City Council,Southern Metropolitan,large
Burwood,3,t,901000.0,S,3,Buxton,3.0,2.0,2.0,133.0,Monash City Council,Southern Metropolitan,small
Burwood,3,t,291086.0,SN,9,Woodards,3.0,2.0,2.0,103.0,Monash City Council,Southern Metropolitan,tiny
Burwood East,4,h,385044.0,SN,2,Barry,4.0,2.0,2.0,190.0,Whitehorse City Council,Eastern Metropolitan,medium
Burwood East,3,h,980000.0,S,2,Barry,3.0,1.0,1.0,543.0,Whitehorse City Council,Eastern Metropolitan,extra-large
Cairnlea,5,h,421051.0,SN,9,Barry,5.0,4.0,3.0,415.0,Brimbank City Council,Western Metropolitan,extra-large
Camberwell,2,u,580000.0,PI,5,hockingstuart,2.0,2.0,1.0,83.0,Boroondara City Council,Southern Metropolitan,tiny
Camberwell,6,h,2835000.0,SP,8,Noel,6.0,3.0,2.0,283.0,Boroondara City Council,Southern Metropolitan,large
Camberwell,4,h,748637.0,PN,4,Garvey,4.0,2.0,2.0,359.0,Boroondara City Council,Southern Metropolitan,large
Camberwell,3,t,1220000.0,PI,3,Jellis,3.0,2.0,2.0,374.0,Boroondara City Council,Southern Metropolitan,large
Camberwell,5,h,2650000.0,VB,4,Marshall,5.0,4.0,2.0,381.0,Boroondara City Council,Southern Metropolitan,large
Camberwell,3,h,2770000.0,S,2,Marshall,3.0,2.0,2.0,308.0,Boroondara City Council,Southern Metropolitan,large
Camberwell,4,h,558462.0,S,8,Jellis,4.0,2.0,3.0,399.0,Boroondara City Council,Southern Metropolitan,large
Camberwell,5,h,2450000.0,VB,1,Jellis,5.0,3.0,2.0,239.0,Boroondara City Council,Southern Metropolitan,medium
Canterbury,4,h,2750000.0,S,4,Marshall,4.0,3.0,2.0,189.0,Boroondara City Council,Southern Metropolitan,medium
Canterbury,4,h,352645.0,SP,10,Kay,4.0,3.0,2.0,220.0,Boroondara City Council,Southern Metropolitan,medium
Carlton,5,h,488213.0,SP,7,Nelson,5.0,2.0,2.0,132.0,Melbourne City Council,Northern Metropolitan,small
Carlton,2,u,612500.0,S,7,Nelson,2.0,2.0,1.0,542.0,Melbourne City Council,Northern Metropolitan,extra-large
Carnegie,2,t,798000.0,S,1,Ray,1.0,1.0,0.0,164.0,Glen Eira City Council,Southern Metropolitan,medium
Carnegie,2,h,1441000.0,S,0,Jellis,2.0,1.0,1.0,320.0,Glen Eira City Council,Southern Metropolitan,large
Carnegie,3,h,1510000.0,S,1,Ray,3.0,2.0,2.0,560.0,Glen Eira City Council,Southern Metropolitan,extra-large
Carnegie,2,t,850000.0,S,8,Woodards,2.0,2.0,1.0,101.0,Glen Eira City Council,Southern Metropolitan,tiny
Carnegie,3,h,1500000.0,S,4,Woodards,3.0,2.0,2.0,291.0,Glen Eira City Council,Southern Metropolitan,large
Carnegie,4,h,969075.0,SN,8,Gary,4.0,2.0,2.0,184.0,Glen Eira City Council,Southern Metropolitan,medium
Carnegie,3,h,1508000.0,S,1,Ray,3.0,2.0,2.0,147.0,Glen Eira City Council,Southern Metropolitan,small
Carnegie,4,t,900000.0,PI,2,Ray,2.0,1.0,1.0,516.0,Glen Eira City Council,Southern Metropolitan,extra-large
Carnegie,2,u,640000.0,S,4,Buxton,2.0,1.0,1.0,231.0,Glen Eira City Council,Southern Metropolitan,medium
Carnegie,2,u,959631.0,SP,4,Steller,2.0,1.0,1.0,117.0,Glen Eira City Council,Southern Metropolitan,small
Carnegie,2,u,985000.0,S,4,Woodards,2.0,1.0,1.0,515.0,Glen Eira City Council,Southern Metropolitan,extra-large
Carrum Downs,4,h,609000.0,S,7,Harcourts,4.0,2.0,2.0,107.0,Frankston City Council,South-Eastern Metropolitan,small
Carrum Downs,3,u,420000.0,SP,6,O'Brien,3.0,2.0,2.0,433.0,Frankston City Council,South-Eastern Metropolitan,extra-large
Carrum Downs,3,h,578000.0,S,5,Harcourts,3.0,2.0,2.0,677.0,Frankston City Council,South-Eastern Metropolitan,extra-large
Caulfield East,2,h,710000.0,S,2,Thomson,1.0,1.0,0.0,79.0,Glen Eira City Council,Southern Metropolitan,tiny
Caulfield East,2,h,791608.0,S,9,Jellis,2.0,1.0,2.0,324.0,Glen Eira City Council,Southern Metropolitan,large
Caulfield North,2,u,520000.0,SP,4,Gary,2.0,1.0,1.0,79.0,Glen Eira City Council,Southern Metropolitan,tiny
Caulfield North,4,h,1835000.0,PI,1,Marshall,4.0,3.0,2.0,562.0,Glen Eira City Council,Southern Metropolitan,extra-large
Caulfield South,3,t,1364000.0,S,10,Gary,3.0,2.0,2.0,339.0,Glen Eira City Council,Southern Metropolitan,large
Caulfield South,5,h,529735.0,SN,0,Gary,5.0,2.0,2.0,210.0,Glen Eira City Council,Southern Metropolitan,medium
Chadstone,4,t,1340000.0,S,7,Jellis,1.0,1.0,0.0,141.0,Monash City Council,Southern Metropolitan,small
Chadstone,3,u,957363.0,PI,0,Buxton,3.0,1.0,1.0,219.0,Monash City Council,Southern Metropolitan,medium
Chadstone,3,h,723068.0,S,10,Buxton,3.0,2.0,2.0,189.0,Monash City Council,Southern Metropolitan,medium
Chelsea,3,h,875000.0,S,10,Ray,3.0,1.0,3.0,127.0,Kingston City Council,South-Eastern Metropolitan,small
Chelsea,4,h,916500.0,S,0,Ray,4.0,2.0,0.0,143.0,Kingston City Council,South-Eastern Metropolitan,small
Cheltenham,4,h,920000.0,VB,8,O'Brien,4.0,2.0,2.0,35.0,Bayside City Council,Southern Metropolitan,tiny
Cheltenham,4,h,1165000.0,S,0,Nick,4.0,2.0,2.0,103.0,Bayside City Council,Southern Metropolitan,tiny
Cheltenham,3,h,1201000.0,S,1,Ray,3.0,2.0,3.0,156.0,Bayside City Council,Southern Metropolitan,small
Cheltenham,3,h,910000.0,S,4,O'Brien,3.0,1.0,2.0,394.0,Bayside City Council,Southern Metropolitan,large
Cheltenham,4,h,1568500.0,S,1,hockingstuart,4.0,2.0,3.0,137.0,Bayside City Council,Southern Metropolitan,small
Cheltenham,4,h,1200000.0,SP,0,Buxton,4.0,2.0,2.0,106.0,Bayside City Council,Southern Metropolitan,tiny
Cheltenham,2,u,460000.0,SP,3,Ray,2.0,1.0,2.0,81.0,Bayside City Council,Southern Metropolitan,tiny
Clarinda,4,t,882000.0,S,4,C21,4.0,2.0,3.0,171.0,Kingston City Council,South-Eastern Metropolitan,medium
Clayton,3,h,2950000.0,S,3,Darras,3.0,1.0,2.0,461.0,Monash City Council,South-Eastern Metropolitan,extra-large
Clayton,3,u,810000.0,S,10,Buxton,3.0,1.0,2.0,100.0,Monash City Council,South-Eastern Metropolitan,tiny
Clayton South,3,h,850000.0,S,1,C21,3.0,1.0,4.0,512.0,Kingston City Council,South-Eastern Metropolitan,extra-large
Clayton South,3,u,632000.0,SP,9,Harcourts,3.0,1.0,1.0,103.0,Kingston City Council,South-Eastern Metropolitan,tiny
Clifton Hill,4,h,1010000.0,PI,4,Nelson,4.0,3.0,1.0,459.0,Yarra City Council,Northern Metropolitan,extra-large
Clifton Hill,2,h,980000.0,S,4,Nelson,2.0,1.0,1.0,301.0,Yarra City Council,Northern Metropolitan,large
Coburg,2,h,1055000.0,SP,8,Nelson,2.0,1.0,0.0,455.0,Darebin City Council,Northern Metropolitan,extra-large
Coburg,4,h,1300000.0,VB,10,Nelson,4.0,2.0,2.0,157.0,Darebin City Council,Northern Metropolitan,small
Coburg,3,t,525046.0,PI,2,Barry,3.0,1.0,1.0,493.0,Darebin City Council,Northern Metropolitan,extra-large
Coburg,4,h,975000.0,SP,10,Nelson,4.0,2.0,2.0,209.0,Darebin City Council,Northern Metropolitan,medium
Coburg,2,t,638000.0,S,1,Jellis,2.0,1.0,1.0,475.0,Darebin City Council,Northern Metropolitan,extra-large
Coburg,3,t,880000.0,S,9,Brad,3.0,1.0,1.0,104.0,Darebin City Council,Northern Metropolitan,tiny
Coburg,3,h,1060000.0,S,1,Brad,2.0,2.0,0.0,289.0,Darebin City Council,Northern Metropolitan,large
Coburg,3,t,253136.0,PI,7,Ray,2.0,1.0,0.0,221.0,Darebin City Council,Northern Metropolitan,medium
Coburg,2,t,620000.0,VB,2,hockingstuart,2.0,1.0,1.0,181.0,Darebin City Council,Northern Metropolitan,medium
Coburg,3,t,334810.0,PN,6,Nelson,3.0,2.0,2.0,460.0,Darebin City Council,Northern Metropolitan,extra-large
Coburg North,3,h,860000.0,VB,3,Nelson,3.0,1.0,3.0,117.0,Darebin City Council,Northern Metropolitan,small
Coburg North,3,h,841000.0,S,3,Peter,3.0,1.0,3.0,150.0,Darebin City Council,Northern Metropolitan,small
Coburg North,3,h,796000.0,S,0,hockingstuart,3.0,1.0,2.0,392.0,Darebin City Council,Northern Metropolitan,large
Coburg North,4,h,1330000.0,S,0,Raine,4.0,2.0,4.0,588.0,Darebin City Council,Northern Metropolitan,extra-large
Collingwood,3,h,1075000.0,S,0,Peter,3.0,1.0,0.0,469.0,Yarra City Council,Northern Metropolitan,extra-large
Collingwood,3,h,1300000.0,S,10,Jellis,3.0,1.0,1.0,32.0,Yarra City Council,Northern Metropolitan,tiny
Collingwood,2,t,931000.0,S,6,Chambers,2.0,1.0,1.0,90.0,Yarra City Council,Northern Metropolitan,tiny
Craigieburn,5,h,846769.0,SN,0,Barry,5.0,4.0,2.0,362.0,Hume City Council,Northern Metropolitan,large
Craigieburn,2,t,380000.0,S,3,hockingstuart,1.0,1.0,0.0,107.0,Hume City Council,Northern Metropolitan,small
Craigieburn,3,h,602216.0,SN,2,Barry,3.0,2.0,2.0,189.0,Hume City Council,Northern Metropolitan,medium
Craigieburn,3,h,1143624.0,SN,5,Barry,3.0,2.0,1.0,140.0,Hume City Council,Northern Metropolitan,small
Craigieburn,4,h,250035.0,SN,7,Barry,4.0,2.0,2.0,158.0,Hume City Council,Northern Metropolitan,small
Craigieburn,3,h,492000.0,S,6,hockingstuart,3.0,2.0,2.0,184.0,Hume City Council,Northern Metropolitan,medium
Craigieburn,4,h,976793.0,SN,7,Barry,4.0,2.0,2.0,150.0,Hume City Council,Northern Metropolitan,small
Croydon,3,h,840000.0,VB,10,McGrath,3.0,2.0,1.0,305.0,Maroondah City Council,Eastern Metropolitan,large
Croydon,3,h,885000.0,VB,7,Carter,3.0,2.0,2.0,552.0,Maroondah City Council,Eastern Metropolitan,extra-large
Croydon,3,h,998593.0,SN,0,Barry,2.0,2.0,1.0,346.0,Maroondah City Council,Eastern Metropolitan,large
Croydon,3,h,858000.0,S,6,RW,3.0,1.0,2.0,139.0,Maroondah City Council,Eastern Metropolitan,small
Croydon North,4,h,1144813.0,PN,7,McGrath,4.0,2.0,2.0,68.0,Maroondah City Council,Eastern Metropolitan,tiny
Dandenong,2,u,435000.0,S,3,Hall,2.0,1.0,1.0,101.0,Greater Dandenong City Council,South-Eastern Metropolitan,tiny
Dandenong,2,u,682211.0,PI,5,O'Brien,2.0,1.0,1.0,154.0,Greater Dandenong City Council,South-Eastern Metropolitan,small
Dandenong North,3,h,682000.0,S,7,O'Brien,3.0,1.0,5.0,105.0,Greater Dandenong City Council,South-Eastern Metropolitan,tiny
Dandenong North,3,h,810500.0,SP,3,McLennan,3.0,1.0,0.0,194.0,Greater Dandenong City Council,South-Eastern Metropolitan,medium
Dandenong North,4,h,685000.0,SP,2,Stockdale,4.0,2.0,4.0,25.0,Greater Dandenong City Council,South-Eastern Metropolitan,tiny
Deer Park,3,h,497514.0,SN,0,Barry,3.0,1.0,6.0,548.0,Brimbank City Council,Western Metropolitan,extra-large
Deer Park,3,h,590000.0,PI,10,Bells,3.0,1.0,1.0,380.0,Brimbank City Council,Western Metropolitan,large
Deer Park,3,h,629500.0,SA,2,HAR,3.0,1.0,6.0,112.0,Brimbank City Council,Western Metropolitan,small
Deer Park,3,h,720000.0,S,3,HAR,3.0,1.0,2.0,361.0,Brimbank City Council,Western Metropolitan,large
Deer Park,3,h,560000.0,S,4,Stockdale,2.0,1.0,1.0,556.0,Brimbank City Council,Western Metropolitan,extra-large
Delahey,3,h,510000.0,S,0,YPA,3.0,1.0,1.0,15.0,Brimbank City Council,Western Metropolitan,tiny
Diamond Creek,4,h,795446.0,SN,3,Barry,4.0,2.0,2.0,209.0,Nillumbik Shire Council,Northern Victoria,medium
Diamond Creek,4,h,404921.0,SP,7,Buckingham,4.0,2.0,4.0,294.0,Nillumbik Shire Council,Northern Victoria,large
Dingley Village,4,h,1281000.0,S,8,Buxton,4.0,2.0,2.0,234.0,Kingston City Council,South-Eastern Metropolitan,medium
Dingley Village,4,h,1043991.0,PI,9,Buxton,4.0,2.0,4.0,200.0,Kingston City Council,South-Eastern Metropolitan,medium
Docklands,1,h,372822.0,PI,3,hockingstuart,2.0,1.0,1.0,424.0,Melbourne City Council,Southern Metropolitan,extra-large
Doncaster,3,t,751000.0,S,6,McGrath,3.0,2.0,1.0,139.0,Manningham City Council,Eastern Metropolitan,small
Doncaster East,3,u,925000.0,S,3,Jellis,3.0,2.0,1.0,72.0,Manningham City Council,Eastern Metropolitan,tiny
Doncaster East,3,h,1205000.0,S,1,Barry,3.0,3.0,2.0,200.0,Manningham City Council,Eastern Metropolitan,medium
Doncaster East,3,h,584918.0,SN,6,Woodards,3.0,1.0,1.0,24.0,Manningham City Council,Eastern Metropolitan,tiny
Doncaster East,5,h,1480000.0,PI,9,Jellis,5.0,2.0,2.0,220.0,Manningham City Council,Eastern Metropolitan,medium
Doncaster East,5,h,1330000.0,S,4,Parkes,5.0,3.0,3.0,439.0,Manningham City Council,Eastern Metropolitan,extra-large
Doveton,3,h,469000.0,SP,6,C21,3.0,1.0,2.0,101.0,Casey City Council,South-Eastern Metropolitan,tiny
Doveton,3,h,531000.0,SP,7,REMAX,3.0,1.0,5.0,236.0,Casey City Council,South-Eastern Metropolitan,medium
Eaglemont,2,u,570000.0,S,2,Purplebricks,2.0,1.0,1.0,77.0,Banyule City Council,Eastern Metropolitan,tiny
East Melbourne,2,u,869855.0,SN,4,hockingstuart,2.0,1.0,2.0,327.0,Melbourne City Council,Northern Metropolitan,large
Eltham,4,h,1085000.0,PI,6,Morrison,4.0,2.0,2.0,267.0,Banyule City Council,Eastern Metropolitan,large
Eltham,3,h,820877.0,S,1,Barry,3.0,2.0,2.0,534.0,Banyule City Council,Eastern Metropolitan,extra-large
Eltham,3,h,915000.0,S,7,Fletchers,3.0,2.0,2.0,146.0,Banyule City Council,Eastern Metropolitan,small
Eltham,3,h,524933.0,S,0,Barry,3.0,2.0,2.0,124.0,Banyule City Council,Eastern Metropolitan,small
Eltham,5,h,1450000.0,S,3,Morrison,5.0,2.0,6.0,487.0,Banyule City Council,Eastern Metropolitan,extra-large
Eltham,3,h,200939.0,SP,5,Barry,3.0,2.0,2.0,71.0,Banyule City Council,Eastern Metropolitan,tiny
Eltham,4,h,890000.0,S,9,Morrison,4.0,2.0,2.0,332.0,Banyule City Council,Eastern Metropolitan,large
Eltham North,4,h,653578.0,S,6,Barry,4.0,3.0,2.0,288.0,Banyule City Council,Eastern Metropolitan,large
Elwood,2,u,735000.0,S,0,Buxton,2.0,1.0,2.0,0.0,Port Phillip City Council,Southern Metropolitan,tiny
Elwood,3,h,1800000.0,VB,2,Marshall,3.0,2.0,2.0,280.0,Port Phillip City Council,Southern Metropolitan,large
Elwood,2,t,729651.0,PI,6,McGrath,2.0,1.0,1.0,110.0,Port Phillip City Council,Southern Metropolitan,small
Elwood,3,h,1062115.0,S,7,Marshall,3.0,1.0,2.0,155.0,Port Phillip City Council,Southern Metropolitan,small
